,ts_code,extname,index_code,index_name,exchange,mgr_name,amount,human
986,560990.SH,中金科技先锋ETF,931447.CSI,中证科技先锋指数,SH,中金基金,90.799,
910,518890.SH,中银上海金ETF,SHAU.SGE,黄金集中定价(SHAU合约),SH,中银基金,22299.14,
753,515190.SH,中银证券500ETF,000905.SH,中证小盘500指数,SH,中银证券,65.236,
695,513310.SH,中韩半导体ETF,931790.CSI,中证韩交所中韩半导体指数,SH,华泰柏瑞基金,125396.076,1
267,159672.SZ,主要消费ETF,000932.SH,中证主要消费指数,SZ,博时基金,1857.009,
970,560660.SH,云50ETF,931469.CSI,中证云计算50指数,SH,新华基金,2837.323,1
146,159527.SZ,云计算50ETF,930851.CSI,中证云计算与大数据主题指数,SZ,广发基金,8291.936,
844,516630.SH,云计算50ETF,930851.CSI,中证云计算与大数据主题指数,SH,华夏基金,11429.104,
427,159890.SZ,云计算ETF,930851.CSI,中证云计算与大数据主题指数,SZ,招商基金,23144.239,
833,516510.SH,云计算ETF,930851.CSI,中证云计算与大数据主题指数,SH,易方达基金,133061.524,
316,159738.SZ,云计算ETF华泰柏瑞,931470.CSI,中证沪港深云计算产业指数,SZ,华泰柏瑞基金,26332.487,
892,517390.SH,云计算ETF沪港深,931470.CSI,中证沪港深云计算产业指数,SH,天弘基金,9234.244,
310,159729.SZ,互联网ETF,930625.CSI,中证沪港深互联网指数,SZ,汇添富基金,332.734,
886,517200.SH,互联网ETF,930625.CSI,中证沪港深互联网指数,SH,嘉实基金,1178.59,
877,517050.SH,互联网ETF华泰柏瑞,930625.CSI,中证沪港深互联网指数,SH,华泰柏瑞基金,4854.534,
166,159550.SZ,互联网ETF沪港深,930625.CSI,中证沪港深互联网指数,SZ,西藏东财基金,1890.276,
400,159856.SZ,互联网龙头ETF,930625.CSI,中证沪港深互联网指数,SZ,工银瑞信基金,4616.626,1
279,159687.SZ,亚太精选ETF,GPCSP006.OTH,富时亚太低碳精选指数,SZ,南方基金,19610.62,1
584,511690.SH,交易货币ETF,,,SH,大成基金,8303.679,
1006,561320.SH,交运ETF,000945.CSI,中证内地运输主题指数,SH,国泰基金,1881.831,
259,159662.SZ,交运ETF,399433.SZ,国证交通运输行业指数,SZ,南方基金,5559.667,
262,159666.SZ,交通运输ETF,H30171.CSI,中证全指运输指数,SZ,华夏基金,4006.911,
515,510160.SH,产业升级ETF,000901.SH,中证南方小康产业指数,SH,南方基金,750.087,1
898,517800.SH,人工智能50ETF,931487.CSI,中证沪港深人工智能50指数,SH,方正富邦基金,4686.755,
742,515070.SH,人工智能AIETF,930713.CSI,中证人工智能主题指数,SH,华夏基金,65153.891,
798,515980.SH,人工智能ETF,931071.CSI,中证人工智能产业指数,SH,华富基金,110279.217,
372,159819.SZ,人工智能ETF,930713.CSI,中证人工智能主题指数,SZ,易方达基金,317160.593,1
42,159246.SZ,人工智能ETF富国,970070.SZ,创业板人工智能指数,SZ,富国基金,150684.557,
1166,588760.SH,人工智能ETF科创,950180.CSI,上证科创板人工智能指数,SH,广发基金,109104.59,
606,512040.SH,价值100ETF,931052.CSI,中证国信价值指数,SH,富国基金,56528.105,
507,510030.SH,价值ETF,000029.SH,上证180价值指数,SH,华宝基金,5408.891,
46,159263.SZ,价值ETF,980081.SZ,国证价值100指数,SZ,易方达基金,93518.955,1
362,159805.SZ,传媒ETF,399971.SZ,中证传媒指数,SZ,鹏华基金,16623.997,
665,512980.SH,传媒ETF,399971.SZ,中证传媒指数,SH,广发基金,76847.832,1
805,516070.SH,低碳ETF易方达,000977.CSI,中证内地低碳经济主题指数,SH,易方达基金,13036.466,
592,511860.SH,保证金货币ETF,,,SH,博时基金,309.991,
777,515630.SH,保险证券ETF,399966.SZ,中证800证券保险指数,SH,鹏华基金,23684.138,
979,560850.SH,信创50ETF,931247.CSI,中证信息技术应用创新产业指数,SH,汇添富基金,12661.627,
155,159537.SZ,信创ETF,CN5075.SZ,国证信息技术创新主题指数,SZ,国泰基金,9625.559,
1058,562570.SH,信创ETF,931247.CSI,中证信息技术应用创新产业指数,SH,华夏基金,36867.825,1
1039,562030.SH,信创ETF基金,931247.CSI,中证信息技术应用创新产业指数,SH,华宝基金,17248.925,
156,159538.SZ,信创ETF富国,CN5075.SZ,国证信息技术创新主题指数,SZ,富国基金,7560.75,
157,159539.SZ,信创ETF广发,CN5075.SZ,国证信息技术创新主题指数,SZ,广发基金,5216.562,
158,159540.SZ,信创ETF易方达,CN5075.SZ,国证信息技术创新主题指数,SZ,易方达基金,7265.325,
1073,562920.SH,信息安全ETF,399994.SZ,中证信息安全主题指数,SH,易方达基金,2089.641,
218,159613.SZ,信息安全ETF,399994.SZ,中证信息安全主题指数,SZ,嘉实基金,2693.087,1
1057,562560.SH,信息技术ETF,000993.SH,中证全指信息技术指数,SH,华夏基金,71.495,
463,159939.SZ,信息技术ETF,000993.SH,中证全指信息技术指数,SZ,广发基金,12243.863,1
625,512330.SH,信息科技ETF,H30257.CSI,中证500信息技术指数,SH,南方基金,2001.516,
570,511190.SH,信用债ETF,950245.CSI,上证基准做市公司债指数,SH,海富通基金,903762.677,
121,159396.SZ,信用债ETF博时,921128.SZ,深证基准做市信用债指数,SZ,博时基金,1280238.047,
571,511200.SH,信用债ETF基金,950245.CSI,上证基准做市公司债指数,SH,华夏基金,2641130.816,
120,159395.SZ,信用债ETF大成,921128.SZ,深证基准做市信用债指数,SZ,大成基金,6261236.511,1
123,159398.SZ,信用债ETF天弘,921128.SZ,深证基准做市信用债指数,SZ,天弘基金,2486692.6,
122,159397.SZ,信用债ETF广发,921128.SZ,深证基准做市信用债指数,SZ,广发基金,2879516.033,
180,159566.SZ,储能电池ETF,980027.SZ,国证新能源电池指数,SZ,易方达基金,5724.673,1
53,159305.SZ,储能电池ETF广发,980027.SZ,国证新能源电池指数,SZ,广发基金,2967.838,
407,159864.SZ,光伏50ETF,931151.CSI,中证光伏产业指数,SZ,国泰基金,35121.512,
864,516880.SH,光伏50ETF,931151.CSI,中证光伏产业指数,SH,银华基金,54718.642,
401,159857.SZ,光伏ETF,931151.CSI,中证光伏产业指数,SZ,天弘基金,202705.791,1
786,515790.SH,光伏ETF,931151.CSI,中证光伏产业指数,SH,华泰柏瑞基金,1038944.639,
814,516180.SH,光伏ETF基金,931151.CSI,中证光伏产业指数,SH,平安基金,10147.774,
406,159863.SZ,光伏ETF基金,931151.CSI,中证光伏产业指数,SZ,鹏华基金,13205.286,
222,159618.SZ,光伏ETF指数基金,931151.CSI,中证光伏产业指数,SZ,华安基金,4203.721,
1077,562970.SH,光伏ETF易方达,931151.CSI,中证光伏产业指数,SH,易方达基金,2982.954,
985,560980.SH,光伏ETF龙头,931798.CSI,中证光伏龙头30指数,SH,广发基金,16736.56,
214,159609.SZ,光伏龙头ETF,931151.CSI,中证光伏产业指数,SZ,浦银安盛基金,28213.293,
821,516290.SH,光伏龙头ETF,931151.CSI,中证光伏产业指数,SH,汇添富基金,51867.741,
1107,563770.SH,全指现金流ETF,932365.CSI,中证全指自由现金流指数,SH,招商基金,7009.525,
990,561080.SH,全指现金流ETF华安,932365.CSI,中证全指自由现金流指数,SH,华安基金,17655.945,
1110,563830.SH,全指现金流ETF基金,932365.CSI,中证全指自由现金流指数,SH,博时基金,3710.994,
1106,563760.SH,全指自由现金流ETF,932365.CSI,中证全指自由现金流指数,SH,中银基金,4354.123,
561,511030.SH,公司债ETF,CBC00703.OTH,中债-中高等级公司债利差因子指数(全价),SH,平安基金,2367936.945,
566,511110.SH,公司债ETF易方达,950245.CSI,上证基准做市公司债指数,SH,易方达基金,654316.873,
949,560190.SH,公用事业ETF,000995.CSI,中证全指公用事业指数,SH,鹏华基金,1346.504,
50,159301.SZ,公用事业ETF,000995.CSI,中证全指公用事业指数,SZ,华夏基金,1934.052,1
967,560620.SH,公用事业ETF基金,000995.CSI,中证全指公用事业指数,SH,万家基金,1118.31,
539,510570.SH,兴业中证500ETF,000905.SH,中证小盘500指数,SH,兴业基金,411.923,
854,516760.SH,养殖ETF,930707.CSI,中证畜牧养殖指数,SH,平安基金,2457.081,
408,159865.SZ,养殖ETF,930707.CSI,中证畜牧养殖指数,SZ,国泰基金,113565.48,1
837,516560.SH,养老ETF,399812.SZ,中证养老产业指数,SH,华宝基金,4391.569,
642,512660.SH,军工ETF,399967.SZ,中证军工指数,SH,国泰基金,734139.07,1
636,512560.SH,军工ETF易方达,399967.SZ,中证军工指数,SH,易方达基金,70311.867,
644,512680.SH,军工ETF龙头,399967.SZ,中证军工指数,SH,广发基金,125280.529,
647,512710.SH,军工龙头ETF,931066.CSI,中证军工龙头指数,SH,富国基金,784239.791,
378,159827.SZ,农业50ETF,000949.CSI,中证农业主题指数,SZ,银华基金,389.107,
859,516810.SH,农业50ETF,000949.CSI,中证农业主题指数,SH,华夏基金,11587.646,
836,516550.SH,农业ETF,399814.SZ,中证大农业指数,SH,嘉实基金,5508.305,
377,159825.SZ,农业ETF,000949.CSI,中证农业主题指数,SZ,富国基金,48652.238,1
1071,562900.SH,农业ETF易方达,930662.CSI,中证现代农业主题指数,SH,易方达基金,7058.121,
220,159616.SZ,农牧ETF,931778.CSI,中证农牧主题指数,SZ,建信基金,1038.399,
365,159808.SZ,创100ETF融通,399006.SZ,创业板指数,SZ,融通基金,1704.094,
275,159681.SZ,创50ETF,399673.SZ,创业板50指数,SZ,鹏华基金,76901.796,1
99,159371.SZ,创50ETF富国,399673.SZ,创业板50指数,SZ,富国基金,558.576,
98,159370.SZ,创50ETF工银,399673.SZ,创业板50指数,SZ,工银瑞信基金,5794.091,
276,159682.SZ,创业50ETF,399673.SZ,创业板50指数,SZ,景顺长城基金,101569.983,
370,159814.SZ,创业大盘ETF,399293.SZ,创业板大盘指数,SZ,西部利得基金,51116.063,
187,159573.SZ,创业板200ETF华夏,399019.SZ,创业板中盘200指数,SZ,华夏基金,7701.899,
185,159571.SZ,创业板200ETF富国,399019.SZ,创业板中盘200指数,SZ,富国基金,1382.556,
186,159572.SZ,创业板200ETF易方达,399019.SZ,创业板中盘200指数,SZ,易方达基金,16553.245,
188,159575.SZ,创业板200ETF银华,399019.SZ,创业板中盘200指数,SZ,银华基金,350.553,
384,159836.SZ,创业板300ETF天弘,399012.SZ,创业板300指数,SZ,天弘基金,175.049,
470,159949.SZ,创业板50ETF,399673.SZ,创业板50指数,SZ,华安基金,784298.307,1
100,159372.SZ,创业板50ETF万家,399673.SZ,创业板50指数,SZ,万家基金,1844.045,
96,159367.SZ,创业板50ETF华夏,399673.SZ,创业板50指数,SZ,华夏基金,2998.669,
110,159383.SZ,创业板50ETF华泰柏瑞,399673.SZ,创业板50指数,SZ,华泰柏瑞基金,1273.528,
101,159373.SZ,创业板50ETF嘉实,399673.SZ,创业板50指数,SZ,嘉实基金,33430.278,
102,159375.SZ,创业板50ETF国泰,399673.SZ,创业板50指数,SZ,国泰基金,17307.507,
445,159915.SZ,创业板ETF,399006.SZ,创业板指数,SZ,易方达基金,1830798.185,1
7,159205.SZ,创业板ETF东财,399006.SZ,创业板指数,SZ,西藏东财基金,5730.716,
474,159957.SZ,创业板ETF华夏,399006.SZ,创业板指数,SZ,华夏基金,44208.425,
469,159948.SZ,创业板ETF南方,399006.SZ,创业板指数,SZ,南方基金,42967.488,
440,159908.SZ,创业板ETF博时,399006.SZ,创业板指数,SZ,博时基金,21500.75,
492,159977.SZ,创业板ETF天弘,399006.SZ,创业板指数,SZ,天弘基金,126185.259,
486,159971.SZ,创业板ETF富国,399006.SZ,创业板指数,SZ,富国基金,47031.997,
475,159958.SZ,创业板ETF工银,399006.SZ,创业板指数,SZ,工银瑞信基金,2201.268,
479,159964.SZ,创业板ETF平安,399006.SZ,创业板指数,SZ,平安基金,6716.692,
471,159952.SZ,创业板ETF广发,399006.SZ,创业板指数,SZ,广发基金,103476.696,
473,159956.SZ,创业板ETF建信,399006.SZ,创业板指数,SZ,建信基金,355.698,
366,159810.SZ,创业板ETF浦银,399006.SZ,创业板指数,SZ,浦银安盛基金,1963.273,
108,159381.SZ,创业板人工智能ETF华夏,970070.SZ,创业板人工智能指数,SZ,华夏基金,33515.546,
93,159363.SZ,创业板人工智能ETF华宝,970070.SZ,创业板人工智能指数,SZ,华宝基金,153153.289,1
109,159382.SZ,创业板人工智能ETF南方,970070.SZ,创业板人工智能指数,SZ,南方基金,9281.061,
114,159388.SZ,创业板人工智能ETF国泰,970070.SZ,创业板人工智能指数,SZ,国泰基金,11329.916,
481,159966.SZ,创业板价值ETF,399295.SZ,创业板低波价值指数,SZ,华夏基金,2771.208,
104,159377.SZ,创业板医药ETF国泰,399275.SZ,创业板医药卫生指数,SZ,国泰基金,7918.807,
269,159675.SZ,创业板增强ETF,399006.SZ,创业板指数,SZ,嘉实基金,3937.183,
270,159676.SZ,创业板增强ETF富国,399006.SZ,创业板指数,SZ,富国基金,4233.872,
482,159967.SZ,创业板成长ETF,399296.SZ,创业板动量成长指数,SZ,华夏基金,58245.837,1
205,159597.SZ,创业板成长ETF易方达,399667.SZ,创业板成长指数,SZ,易方达基金,1200.7,
97,159368.SZ,创业板新能源ETF华夏,399266.SZ,创业板新能源指数,SZ,华夏基金,2150.147,
113,159387.SZ,创业板新能源ETF国泰,399266.SZ,创业板新能源指数,SZ,国泰基金,7773.493,
44,159261.SZ,创业板新能源ETF鹏华,399266.SZ,创业板新能源指数,SZ,鹏华基金,81259.602,
338,159773.SZ,创业板科技ETF,399276.SZ,创业板科技指数,SZ,华泰柏瑞基金,1633.824,
159,159541.SZ,创业板综ETF万家,399102.SZ,创业板综合指数,SZ,万家基金,8598.886,
178,159563.SZ,创业板综ETF华夏,399102.SZ,创业板综合指数,SZ,华夏基金,935.535,
361,159804.SZ,创中盘88ETF,399291.SZ,国证创业板中盘精选88指数,SZ,国寿安保基金,50.532,
497,159991.SZ,创大盘ETF,399293.SZ,创业板大盘指数,SZ,招商基金,3304.472,
754,515200.SH,创新100ETF,931159.CSI,中证研发创新100指数,SH,申万菱信基金,1887.529,
383,159835.SZ,创新药50ETF,931152.CSI,中证创新药产业指数,SZ,建信基金,4695.636,
747,515120.SH,创新药ETF,931152.CSI,中证创新药产业指数,SH,广发基金,114200.053,
498,159992.SZ,创新药ETF,931152.CSI,中证创新药产业指数,SZ,银华基金,279814.276,1
882,517120.SH,创新药ETF华泰柏瑞,931409.CSI,中证沪港深创新药产业指数,SH,华泰柏瑞基金,7180.374,
402,159858.SZ,创新药ETF南方,931152.CSI,中证创新药产业指数,SZ,南方基金,4430.771,
881,517110.SH,创新药ETF国泰,931409.CSI,中证沪港深创新药产业指数,SH,国泰基金,6510.871,
891,517380.SH,创新药ETF天弘,HSSSHID.HI,恒生沪深港创新药精选50指数,SH,天弘基金,11951.881,
324,159748.SZ,创新药ETF富国,931409.CSI,中证沪港深创新药产业指数,SZ,富国基金,22994.735,
806,516080.SH,创新药ETF易方达,931152.CSI,中证创新药产业指数,SH,易方达基金,13165.3,
226,159622.SZ,创新药ETF沪港深,931409.CSI,中证沪港深创新药产业指数,SZ,西藏东财基金,13513.892,
804,516060.SH,创新药产业ETF,931152.CSI,中证创新药产业指数,SH,工银瑞信基金,3156.075,
983,560900.SH,创新药企ETF,931152.CSI,中证创新药产业指数,SH,摩根基金,6470.787,
341,159777.SZ,创科技ETF,399276.SZ,创业板科技指数,SZ,国联安基金,1829.068,
390,159842.SZ,券商ETF,399975.SZ,中证全指证券公司指数,SZ,银华基金,124903.245,
603,512000.SH,券商ETF,399975.SZ,中证全指证券公司指数,SH,华宝基金,813976.031,1
737,515010.SH,券商ETF基金,399975.SZ,中证全指证券公司指数,SH,华夏基金,34030.679,
789,515850.SH,券商指数ETF,399975.SZ,中证全指证券公司指数,SH,富国基金,31863.185,
810,516120.SH,化工50ETF,000813.CSI,中证细分化工产业主题指数,SH,富国基金,7802.987,
802,516020.SH,化工ETF,000813.CSI,中证细分化工产业主题指数,SH,华宝基金,10563.388,
412,159870.SZ,化工ETF,000813.CSI,中证细分化工产业主题指数,SZ,鹏华基金,55985.317,1
838,516570.SH,化工行业ETF,H11057.CSI,中证石化产业指数,SH,易方达基金,2737.872,
818,516220.SH,化工龙头ETF,000813.CSI,中证细分化工产业主题指数,SH,国泰基金,7387.415,
379,159828.SZ,医疗ETF,399989.SZ,中证医疗指数,SZ,国泰基金,41850.775,
616,512170.SH,医疗ETF,399989.SZ,中证医疗指数,SH,华宝基金,524720.204,1
857,516790.SH,医疗ETF华泰柏瑞,H30178.CSI,中证全指医疗保健设备与服务指数,SH,华泰柏瑞基金,881.534,
418,159877.SZ,医疗ETF南方,H30178.CSI,中证全指医疗保健设备与服务指数,SZ,南方基金,1029.106,
428,159891.SZ,医疗ETF基金,H30178.CSI,中证全指医疗保健设备与服务指数,SZ,建信基金,1187.749,
393,159847.SZ,医疗ETF易方达,399989.SZ,中证医疗指数,SZ,易方达基金,12288.922,
951,560260.SH,医疗ETF龙头,399989.SZ,中证医疗指数,SH,广发基金,22223.686,
331,159760.SZ,医疗健康ETF泰康,980016.SZ,国证公共卫生与医疗健康指数,SZ,泰康基金,788.069,
860,516820.SH,医疗创新ETF,931484.CSI,中证医药及医疗器械创新指数,SH,平安基金,39458.013,1
1061,562600.SH,医疗器械ETF,H30217.CSI,中证全指医疗器械指数,SH,华夏基金,1067.144,
421,159883.SZ,医疗器械ETF,H30217.CSI,中证全指医疗器械指数,SZ,永赢基金,37015.079,1
357,159797.SZ,医疗器械ETF基金,H30217.CSI,中证全指医疗器械指数,SZ,汇添富基金,5065.926,
432,159898.SZ,医疗器械指数ETF,H30217.CSI,中证全指医疗器械指数,SZ,招商基金,8591.733,
842,516610.SH,医疗服务ETF,H30178.CSI,中证全指医疗保健设备与服务指数,SH,大成基金,1502.135,
415,159873.SZ,医疗设备ETF,H30178.CSI,中证全指医疗保健设备与服务指数,SZ,天弘基金,3446.994,
386,159838.SZ,医药50ETF,931140.CSI,中证医药50指数,SZ,博时基金,2769.362,
612,512120.SH,医药50ETF,000814.SH,中证细分医药产业主题指数,SH,华安基金,6914.24,
454,159929.SZ,医药ETF,000933.SH,中证医药卫生指数,SZ,汇添富基金,66587.131,
604,512010.SH,医药ETF,000913.SH,沪深300医药卫生指数,SH,易方达基金,469152.554,1
797,515960.SH,医药ETF嘉实,931166.CSI,中证医药健康100策略指数,SH,嘉实基金,2290.997,
902,517990.SH,医药ETF沪港深,H30463.CSI,中证沪港深500医药卫生指数,SH,招商基金,1149.042,
545,510660.SH,医药卫生ETF,000037.SH,上证医药卫生行业指数,SH,华夏基金,1007.927,
462,159938.SZ,医药卫生ETF,000991.SH,中证全指医药卫生指数,SZ,广发基金,19982.504,
796,515950.SH,医药龙头ETF,931140.CSI,中证医药50指数,SH,富国基金,14756.02,
573,511260.SH,十年国债ETF,H01077.CSI,上证10年期国债指数(净价),SH,国泰基金,7367027.916,
369,159813.SZ,半导体ETF,980017.SZ,国证半导体芯片指数,SZ,鹏华基金,195790.928,
630,512480.SH,半导体ETF,H30184.CSI,中证全指半导体产品与设备指数,SH,国联安基金,981632.855,1
67,159325.SZ,半导体ETF南方,932066.CSI,中证半导体行业精选指数,SZ,南方基金,13213.865,
193,159582.SZ,半导体产业ETF,931865.CSI,中证半导体产业指数,SZ,博时基金,8389.282,
1060,562590.SH,半导体材料ETF,931743.CSI,中证半导体材料设备主题指数,SH,华夏基金,8381.39,
1035,561980.SH,半导体设备ETF,931865.CSI,中证半导体产业指数,SH,招商基金,30144.801,
137,159516.SZ,半导体设备ETF,931743.CSI,中证半导体材料设备主题指数,SZ,国泰基金,83875.612,
69,159327.SZ,半导体设备ETF基金,931743.CSI,中证半导体材料设备主题指数,SZ,万家基金,4240.609,
173,159558.SZ,半导体设备ETF易方达,931743.CSI,中证半导体材料设备主题指数,SZ,易方达基金,2756.289,
261,159665.SZ,半导体龙头ETF,980017.SZ,国证半导体芯片指数,SZ,工银瑞信基金,10212.796,
581,511650.SH,华夏快线ETF,,,SH,华夏基金,2250.081,
602,511990.SH,华宝添益ETF,,,SH,华宝基金,9627385.04,
583,511670.SH,华泰天天金ETF,,,SH,华泰证券资管,380.605,
590,511830.SH,华泰货币ETF,,,SH,华泰柏瑞基金,110.2,
8,159206.SZ,卫星ETF,980018.SZ,国证商用卫星通信产业指数,SZ,永赢基金,10239.007,1
19,159218.SZ,卫星产业ETF,931594.CSI,中证卫星产业指数,SZ,招商基金,6555.586,
346,159782.SZ,双创50ETF,931643.CSI,中证科创创业50指数,SZ,银华基金,6341.243,
1151,588380.SH,双创50ETF,931643.CSI,中证科创创业50指数,SH,富国基金,18173.179,
1148,588350.SH,双创50ETF基金,931643.CSI,中证科创创业50指数,SH,鹏扬基金,940.018,
1146,588320.SH,双创50ETF增强,931643.CSI,中证科创创业50指数,SH,广发基金,553.832,
344,159780.SZ,双创ETF,931643.CSI,中证科创创业50指数,SZ,南方基金,36570.293,
1144,588300.SH,双创ETF,931643.CSI,中证科创创业50指数,SH,招商基金,76262.867,
1145,588310.SH,双创ETF基金,931643.CSI,中证科创创业50指数,SH,方正富邦基金,921.497,
209,159603.SZ,双创龙头ETF,931643.CSI,中证科创创业50指数,SZ,天弘基金,4905.189,
1147,588330.SH,双创龙头ETF,931643.CSI,中证科创创业50指数,SH,华宝基金,15904.155,
998,561190.SH,双碳ETF,931755.CSI,中证上海环交所碳中和指数,SH,富国基金,6569.342,
242,159641.SZ,双碳ETF,931755.CSI,中证上海环交所碳中和指数,SZ,招商基金,26647.224,1
744,515090.SH,可持续发展ETF,931268.CSI,中证可持续发展100指数,SH,博时基金,101.894,
576,511380.SH,可转债ETF,931078.CSI,中证可转债及可交换债券指数,SH,博时基金,4714961.843,
1059,562580.SH,可选消费ETF,000989.SH,中证全指可选消费指数,SH,华夏基金,199.265,1
460,159936.SZ,可选消费ETF,000989.SH,中证全指可选消费指数,SZ,广发基金,732.816,
900,517880.SH,品牌消费ETF,931404.CSI,中证沪港深品牌消费50指数,SH,华泰柏瑞基金,2879.217,1
599,511960.SH,嘉实快线ETF,,,SH,嘉实基金,20,
522,510270.SH,国企ETF,000056.SH,上证国有企业100指数,SH,中银基金,200.933,
799,515990.SH,国企一带一路ETF,000859.CSI,中证国企一带一路指数,SH,汇添富基金,2532.484,
303,159719.SZ,国企共赢ETF,GPCCH003.OTH,富时中国国企开放共赢指数,SZ,平安基金,5188.853,1
147,159528.SZ,国企改革ETF,399974.SZ,中证国有企业改革指数,SZ,富国基金,565.636,
136,159515.SZ,国企红利ETF,000824.CSI,中证国有企业红利指数,SZ,鹏扬基金,969.357,
989,561060.SH,国企红利ETF,000824.CSI,中证国有企业红利指数,SH,华安基金,2026.711,
559,511010.SH,国债ETF,000140.CSI,上证5年期国债指数,SH,国泰基金,3413609.029,
560,511020.SH,国债ETF5至10年,931018.CSI,中证5-10年期国债活跃券指数,SH,平安基金,8539.42,
568,511160.SH,国债ETF东财,931552.CSI,中证1-3年国债指数,SH,西藏东财基金,1333642.296,
578,511580.SH,国债政金债ETF,932200.CSI,中证国债及政策性金融债0-3年指数,SH,招商基金,12806.941,
531,510380.SH,国寿300ETF,000300.SH,沪深300指数,SH,国寿安保基金,1936.167,
538,510560.SH,国寿500ETF,000905.SH,中证小盘500指数,SH,国寿安保基金,214.05,
600,511970.SH,国寿货币ETF,,,SH,国寿安保基金,129.999,
248,159650.SZ,国开ETF,CBA11901.OTH,中债-0-3年国开行债券指数,SZ,博时基金,2502244.152,
247,159649.SZ,国开债ETF,CBA08303.OTH,中债-1-5年国开行债券指数(全价),SZ,华安基金,532312.65,
249,159651.SZ,国开债券ETF,CBA11901.OTH,中债-0-3年国开行债券指数,SZ,平安基金,108955.295,
457,159933.SZ,国投金融地产ETF,000914.SH,沪深300金融地产指数,SZ,国投瑞银基金,583.648,
1008,561350.SH,国泰中证500ETF,000905.SH,中证小盘500指数,SH,国泰基金,19829.657,
772,515550.SH,国联中证500ETF,000905.SH,中证小盘500指数,SH,国联基金,495.693,
597,511930.SH,国联日盈货币ETF,,,SH,国联基金,290.196,
230,159628.SZ,国证2000ETF,399303.SZ,国证2000指数,SZ,万家基金,38990.576,
161,159543.SZ,国证2000ETF基金,399303.SZ,国证2000指数,SZ,工银瑞信基金,148.598,
142,159521.SZ,国证2000ETF指数基金,399303.SZ,国证2000指数,SZ,平安基金,1842.941,
127,159505.SZ,国证2000指数ETF,399303.SZ,国证2000指数,SZ,博时基金,805.093,
994,561130.SH,国货ETF,931403.CSI,中证新华社民族品牌工程指数,SH,富国基金,13101.336,
643,512670.SH,国防ETF,399973.SZ,中证国防指数,SH,鹏华基金,446072.851,1
