,ts_code,extname,index_code,index_name,exchange,mgr_name,amount,human
654,512810.SH,国防军工ETF,399967.SZ,中证军工指数,SH,华宝基金,78984.426,
309,159728.SZ,在线消费ETF,399361.SZ,国证在线消费指数,SZ,南方基金,7583.936,
293,159707.SZ,地产ETF,399965.SZ,中证800地产指数,SZ,华宝基金,70851.128,
585,511700.SH,场内货币ETF,,,SH,平安基金,61015.452,
572,511220.SH,城投债ETF,H11098.CSI,上证城投债指数,SH,海富通基金,484522.413,
565,511100.SH,基准国债ETF,950243.CSI,上证基准做市国债指数,SH,华夏基金,6477.844,
236,159635.SZ,基建50ETF,930608.CSI,中证基建指数,SZ,华夏基金,5989.852,
872,516970.SH,基建50ETF,399995.SZ,中证基建工程指数,SH,广发基金,71933.977,1
223,159619.SZ,基建ETF,930608.CSI,中证基建指数,SZ,国泰基金,4651.53,
870,516950.SH,基建ETF,930608.CSI,中证基建指数,SH,银华基金,28492.114,
442,159910.SZ,基本面120ETF,399702.SZ,深证基本面120指数,SZ,嘉实基金,97.597,
650,512750.SH,基本面50ETF,000925.CSI,中证锐联基本面50指数,SH,嘉实基金,6706.623,
516,510170.SH,大宗商品ETF,000066.SH,上证大宗商品股票指数,SH,国联安基金,2650.79,
317,159739.SZ,大数据ETF,930851.CSI,中证云计算与大数据主题指数,SZ,鹏华基金,9114.39,
769,515400.SH,大数据ETF,930902.CSI,中证大数据产业指数,SH,富国基金,55031.269,1
849,516700.SH,大数据产业ETF,930902.CSI,中证大数据产业指数,SH,华宝基金,4826.76,1
664,512970.SH,大湾区ETF,931000.CSI,中证粤港澳大湾区发展主题指数,SH,平安基金,49.627,1
117,159391.SZ,大盘价值ETF,399373.SZ,国证大盘价值指数,SZ,博时基金,1596.874,
6,159203.SZ,大盘成长ETF,399372.SZ,国证大盘成长指数,SZ,博时基金,3652.966,
1084,563060.SH,央企50ETF,931823.CSI,中证国资央企50指数,SH,易方达基金,1277.311,1
977,560810.SH,央企ESGETF,931243.CSI,中证诚通央企ESG指数,SH,融通基金,246.449,
510,510060.SH,央企ETF,000042.SH,上证中央企业50指数,SH,工银瑞信基金,1045.773,
476,159959.SZ,央企ETF,000860.SH,中证央企结构调整指数,SZ,银华基金,52426.197,1
879,517090.SH,央企共赢ETF,GPCCH003.OTH,富时中国国企开放共赢指数,SH,国泰基金,16362.186,
489,159974.SZ,央企创新ETF,000861.CSI,中证央企创新驱动指数,SZ,富国基金,1989.669,
776,515600.SH,央企创新ETF,000861.CSI,中证央企创新驱动指数,SH,广发基金,5834.191,
780,515680.SH,央企创新ETF嘉实,000861.CSI,中证央企创新驱动指数,SH,嘉实基金,5752.142,
793,515900.SH,央企创新驱动ETF,000861.CSI,中证央企创新驱动指数,SH,博时基金,9036.782,
1034,561960.SH,央企回报ETF,932039.CSI,中证国新央企股东回报指数,SH,招商基金,3004.16,
662,512950.SH,央企改革ETF,000860.SH,中证央企结构调整指数,SH,华夏基金,24044.697,
1025,561790.SH,央企现代能源ETF,932037.CSI,中证国新央企现代能源指数,SH,博时基金,6521.191,
76,159335.SZ,央企科创ETF,932052.CSI,中证诚通央企科技创新指数,SZ,融通基金,1392.194,
1083,563050.SH,央企科技50ETF,932038.CSI,中证国新央企科技引领指数,SH,易方达基金,4321.554,
947,560170.SH,央企科技ETF,932038.CSI,中证国新央企科技引领指数,SH,南方基金,22973.28,
1050,562380.SH,央企科技引领ETF,932038.CSI,中证国新央企科技引领指数,SH,银华基金,1705.835,
77,159336.SZ,央企红利50ETF,931132.CSI,中证诚通央企红利指数,SZ,融通基金,1547.55,
973,560700.SH,央企红利50ETF,932039.CSI,中证国新央企股东回报指数,SH,广发基金,9820.047,
74,159332.SZ,央企红利ETF,000825.CSI,中证中央企业红利指数,SZ,富国基金,2279.073,
1017,561580.SH,央企红利ETF,000825.CSI,中证中央企业红利指数,SH,华泰柏瑞基金,22309.124,
941,560070.SH,央企红利ETF基金,932039.CSI,中证国新央企股东回报指数,SH,汇添富基金,8619.368,
663,512960.SH,央企结构调整ETF,000860.SH,中证央企结构调整指数,SH,博时基金,10842.306,
1067,562850.SH,央企能源ETF,932037.CSI,中证国新央企现代能源指数,SH,嘉实基金,7960.598,
480,159965.SZ,央视50ETF,399550.SZ,央视财经50指数,SZ,国联基金,470.323,
993,561120.SH,家电ETF,930697.CSI,中证全指家用电器指数,SH,富国基金,9245.384,
502,159996.SZ,家电ETF,930697.CSI,中证全指家用电器指数,SZ,国泰基金,54428.148,
70,159328.SZ,家电ETF易方达,931021.CSI,中证家电龙头指数,SZ,易方达基金,541.096,
981,560880.SH,家电ETF龙头,930697.CSI,中证全指家用电器指数,SH,广发基金,19092.685,
594,511900.SH,富国货币ETF,,,SH,富国基金,89343.557,
635,512550.SH,富时A50ETF嘉实,XIN9.OTH,富时中国A50指数,SH,嘉实基金,10213.666,
342,159778.SZ,工业互联ETF,931495.CSI,中证工业互联网主题指数,SZ,鹏华基金,595.139,
980,560860.SH,工业有色ETF,H11059.CSI,中证工业有色金属主题指数,SH,万家基金,29017.362,1
263,159667.SZ,工业母机ETF,931866.CSI,中证机床指数,SZ,国泰基金,39172.799,1
160,159542.SZ,工程机械ETF,931752.CSI,中证工程机械主题指数,SZ,大成基金,885.666,
952,560280.SH,工程机械ETF,931752.CSI,中证工程机械主题指数,SH,广发基金,13609.249,1
628,512390.SH,平安MSCI低波ETF,707918L.MI,MSCI中国A股国际低波(美元)指数(本币),SH,平安基金,1404.708,
596,511920.SH,广发货币ETF,,,SH,广发基金,790.502,
853,516750.SH,建材ETF,931009.CSI,中证全指建筑材料指数,SH,富国基金,13936.189,
322,159745.SZ,建材ETF,931009.CSI,中证全指建筑材料指数,SZ,国泰基金,94427.191,1
349,159787.SZ,建材ETF易方达,931009.CSI,中证全指建筑材料指数,SZ,易方达基金,188.992,
899,517850.SH,张江ETF,931596.CSI,中证沪港深张江自主创新50指数,SH,汇添富基金,383.169,
399,159855.SZ,影视ETF,930781.CSI,中证影视主题指数,SZ,银华基金,5858.693,
843,516620.SH,影视ETF,930781.CSI,中证影视主题指数,SH,国泰基金,9617.706,1
176,159561.SZ,德国ETF,GDAXI.GY,德国法兰克福DAX指数,SZ,嘉实基金,121804.429,
670,513030.SH,德国ETF,GDAXI.GY,德国法兰克福DAX指数,SH,华安基金,240592.122,1
94,159365.SZ,恒指ETF,HSISC.HI,恒指港股通指数,SZ,富国基金,8487.22,
713,513660.SH,恒生ETF,HSI.HI,恒生指数,SH,华夏基金,237961.847,
449,159920.SZ,恒生ETF,HSI.HI,恒生指数,SZ,华夏基金,877886.067,1
688,513210.SH,恒生ETF易方达,HSI.HI,恒生指数,SH,易方达基金,4459.07,
59,159312.SZ,恒生ETF港股通,HSISC.HI,恒指港股通指数,SZ,广发基金,7633.164,
477,159960.SZ,恒生中国企业ETF,HSCEI.HI,恒生中国企业指数,SZ,平安基金,7278.971,
280,159688.SZ,恒生互联网ETF,HSIII.HI,恒生互联网科技业指数,SZ,华安基金,134629.04,1
697,513330.SH,恒生互联网ETF,HSIII.HI,恒生互联网科技业指数,SH,华夏基金,2299119.037,
5,159202.SZ,恒生互联网科技ETF,HSIII.HI,恒生互联网科技业指数,SZ,万家基金,16907.48,
61,159316.SZ,恒生创新药ETF,HSSCID.HI,恒生港股通创新药指数,SZ,易方达基金,330980.23,
911,520500.SH,恒生创新药ETF,HSIDI.HI,恒生创新药指数,SH,华泰柏瑞基金,620245.252,1
673,513060.SH,恒生医疗ETF,HSHCI.HI,恒生医疗保健指数,SH,博时基金,1410810.876,
172,159557.SZ,恒生医疗ETF嘉实,HSHCI.HI,恒生医疗保健指数,SZ,嘉实基金,36657.431,
52,159303.SZ,恒生医疗ETF基金,HSHCI.HI,恒生医疗保健指数,SZ,大成基金,36925.676,
429,159892.SZ,恒生医药ETF,HSHKBIO.HI,恒生生物科技指数,SZ,华夏基金,792801.025,1
396,159850.SZ,恒生国企ETF,HSCEI.HI,恒生中国企业指数,SZ,华夏基金,33091.832,1
684,513170.SH,恒生央企ETF,HSCSOE.HI,恒生中国央企指数,SH,鹏华基金,16102.246,1
710,513600.SH,恒生指数ETF,HSI.HI,恒生指数,SH,南方基金,269293.153,
696,513320.SH,恒生新经济ETF,HSSCNE.HI,恒生港股通新经济指数,SH,易方达基金,19915.821,1
289,159699.SZ,恒生消费ETF,HSCGSI.HI,恒生消费指数,SZ,广发基金,54212.639,
733,513970.SH,恒生消费ETF,HSCGSI.HI,恒生消费指数,SH,景顺长城基金,67988.023,1
912,520520.SH,恒生消费ETF华泰柏瑞,HSCGSI.HI,恒生消费指数,SH,华泰柏瑞基金,18870.736,
62,159318.SZ,恒生港股通ETF,HSISC.HI,恒指港股通指数,SZ,银华基金,6981.327,
692,513280.SH,恒生生物科技ETF,HSHKBIO.HI,恒生生物科技指数,SH,汇添富基金,98337.262,
219,159615.SZ,恒生生物科技ETF,HSHKBIO.HI,恒生生物科技指数,SZ,南方基金,131299.382,1
318,159740.SZ,恒生科技ETF,HSTECH.HI,恒生科技指数,SZ,大成基金,1171871.668,
680,513130.SH,恒生科技ETF,HSTECH.HI,恒生科技指数,SH,华泰柏瑞基金,3211128.709,1
319,159741.SZ,恒生科技ETF嘉实,HSTECH.HI,恒生科技指数,SZ,嘉实基金,100419.109,
691,513260.SH,恒生科技ETF基金,HSTECH.HI,恒生科技指数,SH,汇添富基金,495210.582,
708,513580.SH,恒生科技ETF指数基金,HSTECH.HI,恒生科技指数,SH,华安基金,162019.857,
668,513010.SH,恒生科技ETF易方达,HSTECH.HI,恒生科技指数,SH,易方达基金,688439.027,
700,513380.SH,恒生科技ETF龙头,HSTECH.HI,恒生科技指数,SH,广发基金,287148.247,
728,513890.SH,恒生科技HKETF,HSTECH.HI,恒生科技指数,SH,摩根基金,107353.141,
320,159742.SZ,恒生科技指数ETF,HSTECH.HI,恒生科技指数,SZ,博时基金,202843.724,
685,513180.SH,恒生科技指数ETF,HSTECH.HI,恒生科技指数,SH,华夏基金,2801175.104,
732,513950.SH,恒生红利ETF,HSHYLV.HI,恒生港股通高股息低波动指数,SH,富国基金,35307.978,
308,159726.SZ,恒生红利ETF,HSMCHYI.HI,恒生中国内地企业高股息率指数,SZ,华夏基金,36426.73,
162,159545.SZ,恒生红利低波ETF,HSHYLV.HI,恒生港股通高股息低波动指数,SZ,易方达基金,214057.196,
227,159623.SZ,成渝经济圈ETF,931695.CSI,中证成渝地区双城经济圈成份指数,SZ,博时基金,3260.732,
652,512770.SH,战略新兴ETF,000171.CSI,中国战略新兴产业成份指数,SH,华夏基金,933.574,
336,159768.SZ,房地产ETF,000948.CSI,中证内地地产主题指数,SZ,银华基金,56491.269,
619,512200.SH,房地产ETF,931775.CSI,中证全指房地产指数,SH,南方基金,393569.574,1
741,515060.SH,房地产ETF基金,931775.CSI,中证全指房地产指数,SH,华夏基金,34107.067,
1,159003.SZ,招商快线ETF,,,SZ,招商基金,21059.944,
785,515770.SH,摩根MSCIAETF,718711L.MI,MSCI中国A股人民币指数(本币),SH,摩根基金,8156.088,
577,511520.SH,政金债券ETF,CBA08203.OTH,中债-7-10年政策性金融债指数(全价),SH,富国基金,8770308.005,
699,513360.SH,教育ETF,931456.CSI,中证全球中国教育主题指数,SH,博时基金,166878.278,1
255,159658.SZ,数字经济ETF,931582.CSI,中证数字经济主题指数,SZ,华安基金,5184.02,
976,560800.SH,数字经济ETF,931582.CSI,中证数字经济主题指数,SH,鹏扬基金,6367.32,
115,159389.SZ,数字经济ETF嘉实,931529.CSI,中证诚通国企数字经济指数,SZ,嘉实基金,1273.145,
111,159385.SZ,数字经济ETF富国,931529.CSI,中证诚通国企数字经济指数,SZ,富国基金,4141.427,
1000,561220.SH,数字经济ETF工银,931529.CSI,中证诚通国企数字经济指数,SH,工银瑞信基金,9156.853,
800,516000.SH,数据ETF,930902.CSI,中证大数据产业指数,SH,华夏基金,8825.029,
815,516190.SH,文娱传媒ETF,H30365.CSI,中证文娱传媒指数,SH,华夏基金,2344.452,
914,520580.SH,新兴亚洲ETF,EMASIAUP.OTH,新交所新兴亚洲精选50指数,SH,招商基金,7129.815,
850,516710.SH,新材料50ETF,H30597.CSI,中证新材料主题指数,SH,华夏基金,395.418,
332,159761.SZ,新材料50ETF,H30597.CSI,中证新材料主题指数,SZ,国泰基金,11409.128,
827,516360.SH,新材料ETF,H30597.CSI,中证新材料主题指数,SH,华宝基金,2582.566,
291,159703.SZ,新材料ETF,H30597.CSI,中证新材料主题指数,SZ,天弘基金,3988.773,
333,159763.SZ,新材料ETF基金,H30597.CSI,中证新材料主题指数,SZ,建信基金,95.288,
831,516480.SH,新材料ETF基金,H30597.CSI,中证新材料主题指数,SH,国联安基金,107.885,
865,516890.SH,新材料ETF指数基金,H30597.CSI,中证新材料主题指数,SH,平安基金,1762.137,
375,159822.SZ,新经济ETF,SPNCSCHN.OTH,标普中国新经济行业指数(A股上限),SZ,银华基金,65292.444,
820,516270.SH,新能源50ETF,000941.CSI,中证内地新能源主题指数,SH,华安基金,6890.24,
416,159875.SZ,新能源ETF,399808.SZ,中证新能源指数,SZ,嘉实基金,33272.005,
813,516160.SH,新能源ETF,399808.SZ,中证新能源指数,SH,南方基金,80432.028,1
862,516850.SH,新能源ETF基金,399808.SZ,中证新能源指数,SH,华夏基金,7428.619,
807,516090.SH,新能源ETF易方达,399808.SZ,中证新能源指数,SH,易方达基金,20246.54,
839,516580.SH,新能源主题ETF,399808.SZ,中证新能源指数,SH,博时基金,2586.11,
829,516390.SH,新能源汽车ETF,930997.CSI,中证新能源汽车产业指数,SH,汇添富基金,6485.796,
363,159806.SZ,新能源车ETF,399976.SZ,中证新能源汽车指数,SZ,国泰基金,8531.745,
739,515030.SH,新能源车ETF,399976.SZ,中证新能源汽车指数,SH,华夏基金,51995.682,1
847,516660.SH,新能源车ETF基金,399976.SZ,中证新能源汽车指数,SH,华安基金,498.668,
339,159775.SZ,新能源车电池ETF,980032.SZ,国证新能源车电池指数,SZ,建信基金,364.152,
238,159637.SZ,新能源车龙头ETF,399976.SZ,中证新能源汽车指数,SZ,西藏东财基金,8872.459,
327,159752.SZ,新能源龙头ETF,000941.CSI,中证内地新能源主题指数,SZ,申万菱信基金,3610.593,
376,159824.SZ,新能车ETF,399976.SZ,中证新能源汽车指数,SZ,博时基金,1017.855,
781,515700.SH,新能车ETF,930997.CSI,中证新能源汽车产业指数,SH,平安基金,35146.947,
537,510550.SH,方正中证500ETF,000905.SH,中证小盘500指数,SH,方正富邦基金,244.427,
766,515360.SH,方正沪深300ETF,000300.SH,沪深300指数,SH,方正富邦基金,316.451,
1053,562510.SH,旅游ETF,930633.CSI,中证旅游主题指数,SH,华夏基金,25573.197,
334,159766.SZ,旅游ETF,930633.CSI,中证旅游主题指数,SZ,富国基金,101690.813,1
720,513800.SH,日本东证指数ETF,TPX.JT,东证股价指数,SH,南方基金,19218.05,
727,513880.SH,日经225ETF,N225.JT,日经225指数,SH,华安基金,54898.349,
667,513000.SH,日经225ETF易方达,N225.JT,日经225指数,SH,易方达基金,30188.14,
409,159866.SZ,日经ETF,N225.JT,日经225指数,SZ,工银瑞信基金,35907.448,
704,513520.SH,日经ETF,N225.JT,日经225指数,SH,华夏基金,108728.428,1
58,159311.SZ,易方达中证数字经济主题ETF,931582.CSI,中证数字经济主题指数,SZ,易方达基金,,
587,511800.SH,易方达货币ETF,,,SH,易方达基金,1270.682,
935,560000.SH,智慧电车ETF,H11052.CSI,中证智能电动汽车指数,SH,浦银安盛基金,64.325,
858,516800.SH,智能制造ETF,930850.CSI,中证智能制造主题指数,SH,华宝基金,1397.646,
426,159889.SZ,智能汽车ETF,930721.CSI,中证智能汽车主题指数,SZ,国泰基金,237.505,
758,515250.SH,智能汽车ETF,930721.CSI,中证智能汽车主题指数,SH,富国基金,25441.021,1
355,159795.SZ,智能汽车ETF基金,930721.CSI,中证智能汽车主题指数,SZ,汇添富基金,786.008,
840,516590.SH,智能汽车ETF易方达,H11052.CSI,中证智能电动汽车指数,SH,易方达基金,4166.466,
795,515920.SH,智能消费ETF,930648.CSI,中证智能消费主题指数,SH,博时基金,2583.564,
828,516380.SH,智能电动车ETF,H11052.CSI,中证智能电动汽车指数,SH,华宝基金,1546.307,
414,159872.SZ,智能网联汽车ETF,930725.CSI,中证车联网主题指数,SZ,鹏华基金,341.012,
425,159888.SZ,智能车ETF,930721.CSI,中证智能汽车主题指数,SZ,华夏基金,6239.593,
304,159720.SZ,智能车ETF泰康,H11052.CSI,中证智能电动汽车指数,SZ,泰康基金,974.21,
834,516520.SH,智能驾驶ETF,930721.CSI,中证智能汽车主题指数,SH,华泰柏瑞基金,11917.559,
250,159652.SZ,有色50ETF,000811.CSI,中证细分有色金属产业主题指数,SZ,汇添富基金,18619.676,
420,159881.SZ,有色60ETF,930708.CSI,中证有色金属指数,SZ,国泰基金,7519.592,
493,159980.SZ,有色ETF,IMCI.SHF,上海期货交易所有色金属期货价格指数,SZ,大成基金,94039.166,
419,159880.SZ,有色ETF基金,399395.SZ,国证有色金属行业指数,SZ,鹏华基金,4536.594,
413,159871.SZ,有色金属ETF,930708.CSI,中证有色金属指数,SZ,银华基金,4097.74,
629,512400.SH,有色金属ETF,000819.SH,中证申万有色金属指数,SH,南方基金,181700.961,
846,516650.SH,有色金属ETF基金,000811.CSI,中证细分有色金属产业主题指数,SH,华夏基金,11587.428,
417,159876.SZ,有色龙头ETF,930708.CSI,中证有色金属指数,SZ,华宝基金,3189.11,
174,159559.SZ,机器人50ETF,980022.SZ,国证机器人产业指数,SZ,景顺长城基金,28235.97,
337,159770.SZ,机器人ETF,H30590.CSI,中证机器人指数,SZ,天弘基金,136540.007,
1052,562500.SH,机器人ETF,H30590.CSI,中证机器人指数,SH,华夏基金,496484.261,1
145,159526.SZ,机器人ETF嘉实,H30590.CSI,中证机器人指数,SZ,嘉实基金,13778.322,
15,159213.SZ,机器人ETF基金,H30590.CSI,中证机器人指数,SZ,汇添富基金,6242.822,
1049,562360.SH,机器人ETF基金,H30590.CSI,中证机器人指数,SH,银华基金,10750.105,
149,159530.SZ,机器人ETF易方达,980022.SZ,国证机器人产业指数,SZ,易方达基金,113820.494,
968,560630.SH,机器人产业ETF,H30590.CSI,中证机器人指数,SH,万家基金,9331.02,
167,159551.SZ,机器人产业ETF,H30590.CSI,中证机器人指数,SZ,国泰基金,13096.738,
260,159663.SZ,机床ETF,931866.CSI,中证机床指数,SZ,华夏基金,16969.488,1
871,516960.SH,机械ETF,000812.CSI,中证细分机械设备产业主题指数,SH,国泰基金,224.824,
423,159886.SZ,机械ETF,000812.CSI,中证细分机械设备产业主题指数,SZ,富国基金,8757.648,1
467,159944.SZ,材料ETF,000987.SH,中证全指原材料指数,SZ,广发基金,596.148,
656,512870.SH,杭州湾区ETF,931033.CSI,中证杭州湾区指数,SH,南华基金,82.277,
217,159612.SZ,标普500ETF,SPX.UN,标普500指数,SZ,国泰基金,337654.119,1
703,513500.SH,标普500ETF,SPTR500N.OTH,标普500净总收益指数,SH,博时基金,402102.4,
712,513650.SH,标普500ETF南方,SPX.UN,标普500指数,SH,南方基金,29562.646,
252,159655.SZ,标普ETF,SPX.UN,标普500指数,SZ,华夏基金,63216.891,
698,513350.SH,标普油气ETF,SPSIOP.OTH,标普石油与天然气的勘探与生产精选行业指数,SH,富国基金,61692.316,
139,159518.SZ,标普油气ETF,SPSIOP.OTH,标普石油与天然气的勘探与生产精选行业指数,SZ,嘉实基金,147114.87,
148,159529.SZ,标普消费ETF,SP5CSSUP.OTH,标普500消费精选指数,SZ,景顺长城基金,176633.971,
126,159502.SZ,标普生物科技ETF,SPSIBI.OTH,标普生物科技精选行业指数,SZ,嘉实基金,169460.807,
1041,562060.SH,标普红利ETF,CSPSADRP.OTH,标普中国A股红利机会指数,SH,华宝基金,21157.723,
969,560650.SH,核心50ETF,931526.CSI,中证企业核心竞争力50指数,SH,民生加银基金,645.244,
488,159973.SZ,民企ETF,399362.SZ,国证民企领先100指数,SZ,弘毅远方基金,421.789,
765,515350.SH,民生加银300ETF,000300.SH,沪深300指数,SH,民生加银基金,2874.273,
2,159005.SZ,汇添富快钱ETF,,,SZ,汇添富基金,9010.088,
134,159512.SZ,汽车ETF,931008.CSI,中证全指汽车指数,SZ,广发基金,9494.998,
809,516110.SH,汽车ETF,H30015.CSI,中证800汽车与零部件指数,SH,国泰基金,24212.182,
54,159306.SZ,汽车零件ETF,931230.CSI,中证汽车零部件主题指数,SZ,平安基金,357.154,
1063,562700.SH,汽车零部件ETF,931230.CSI,中证汽车零部件主题指数,SH,华夏基金,1865.041,
179,159565.SZ,汽车零部件ETF,931230.CSI,中证汽车零部件主题指数,SZ,易方达基金,1899.51,
918,520830.SH,沙特ETF,FISAULM.OTH,富时沙特阿拉伯指数,SH,华泰柏瑞基金,57756.068,
71,159329.SZ,沙特ETF,FISAULM.OTH,富时沙特阿拉伯指数,SZ,南方基金,110349.29,1
1029,561900.SH,沪深300ESGETF,931463.CSI,沪深300ESG基准指数,SH,招商基金,4408.576,
948,560180.SH,沪深300ESGETF南方,931463.CSI,沪深300ESG基准指数,SH,南方基金,9841.998,
448,159919.SZ,沪深300ETF,000300.SH,沪深300指数,SZ,嘉实基金,484644.197,
524,510300.SH,沪深300ETF,000300.SH,沪深300指数,SH,华泰柏瑞基金,2569715.942,
526,510320.SH,沪深300ETF中金,000300.SH,沪深300指数,SH,中金基金,2349.972,
527,510330.SH,沪深300ETF华夏,000300.SH,沪深300指数,SH,华夏基金,424708.763,
452,159925.SZ,沪深300ETF南方,000300.SH,沪深300指数,SZ,南方基金,138974.576,
748,515130.SH,沪深300ETF博时,000300.SH,沪深300指数,SH,博时基金,21768.459,
779,515660.SH,沪深300ETF国联安,000300.SH,沪深300指数,SH,国联安基金,1464.86,
529,510360.SH,沪深300ETF基金,000300.SH,沪深300指数,SH,广发基金,60989.23,
72,159330.SZ,沪深300ETF基金,000300.SH,沪深300指数,SZ,西藏东财基金,166487.27,
987,561000.SH,沪深300ETF增强基金,000300.SH,沪深300指数,SH,华安基金,3325.349,
764,515330.SH,沪深300ETF天弘,000300.SH,沪深300指数,SH,天弘基金,56549.761,
528,510350.SH,沪深300ETF工银,000300.SH,沪深300指数,SH,工银瑞信基金,23823.603,
532,510390.SH,沪深300ETF平安,000300.SH,沪深300指数,SH,平安基金,6395.421,
1032,561930.SH,沪深300ETF招商,000300.SH,沪深300指数,SH,招商基金,27653.844,
768,515390.SH,沪深300ETF指数基金,000300.SH,沪深300指数,SH,华安基金,36123.718,
525,510310.SH,沪深300ETF易方达,000300.SH,沪深300指数,SH,易方达基金,1060693.417,
1099,563520.SH,沪深300ETF永赢,000300.SH,沪深300指数,SH,永赢基金,25507.644,
767,515380.SH,沪深300ETF泰康,000300.SH,沪深300指数,SH,泰康基金,20703.21,
268,159673.SZ,沪深300ETF鹏华,000300.SH,沪深300指数,SZ,鹏华基金,78574.845,
132,159510.SZ,沪深300价值ETF,931586.CSI,中证智选300价值稳健策略指数,SZ,华夏基金,2441.775,
1045,562320.SH,沪深300价值ETF,000919.CSI,沪深300价值指数,SH,银华基金,13612.149,
954,560330.SH,沪深300价值ETF申万菱信,000919.CSI,沪深300价值指数,SH,申万菱信基金,3043.894,
1036,561990.SH,沪深300增强ETF,000300.SH,沪深300指数,SH,招商基金,71026.867,
143,159523.SZ,沪深300成长ETF,931589.CSI,中证智选300成长创新策略指数,SZ,华夏基金,713.536,
1044,562310.SH,沪深300成长ETF,000918.CSI,沪深300成长指数,SH,银华基金,6875.683,
119,159393.SZ,沪深300指数ETF,000300.SH,沪深300指数,SZ,万家基金,13270.056,
762,515310.SH,沪深300指数ETF,000300.SH,沪深300指数,SH,汇添富基金,20427.542,
634,512530.SH,沪深300红利ETF,000821.CSI,沪深300红利指数,SH,建信基金,3149.384,
1113,563900.SH,沪深300自由现金流ETF摩根,932366.CSI,沪深300自由现金流指数,SH,摩根基金,36986.445,
887,517300.SH,沪港深300ETF,931395.CSI,中证沪港深300指数,SH,国寿安保基金,1798.017,
876,517030.SH,沪港深300ETF易方达,931395.CSI,中证沪港深300指数,SH,易方达基金,174.935,
874,517000.SH,沪港深500ETF,H30455.CSI,中证沪港深500指数,SH,银华基金,2007.717,
878,517080.SH,沪港深500ETF基金,H30455.CSI,中证沪港深500指数,SH,汇添富基金,1251.744,
875,517010.SH,沪港深500ETF易方达,H30455.CSI,中证沪港深500指数,SH,易方达基金,3445.818,
884,517170.SH,沪港深ETF,H30455.CSI,中证沪港深500指数,SH,华夏基金,23.07,
890,517360.SH,沪港深科技ETF,931442.CSI,中证沪港深科技100指数,SH,华安基金,971.455,
