,ts_code,extname,index_code,index_name,exchange,mgr_name,amount,human
345,159781.SZ,科创创业ETF,931643.CSI,中证科创创业50指数,SZ,易方达基金,65195.94,
1153,588400.SH,科创创业ETF嘉实,931643.CSI,中证科创创业50指数,SH,嘉实基金,24546.78,
1176,588860.SH,科创医药ETF,000683.SH,上证科创板生物医药指数,SH,工银瑞信基金,15280.884,
1161,588700.SH,科创医药ETF嘉实,000683.SH,上证科创板生物医药指数,SH,嘉实基金,32536.482,
1128,588130.SH,科创医药ETF基金,000683.SH,上证科创板生物医药指数,SH,华夏基金,3024.059,
1131,588170.SH,科创半导体ETF,950125.CSI,上证科创板半导体材料设备主题指数,SH,华夏基金,33663.853,1
1162,588710.SH,科创半导体设备ETF,950125.CSI,上证科创板半导体材料设备主题指数,SH,华泰柏瑞基金,6078.562,
1157,588520.SH,科创增强ETF,000681.SH,上证科创板综合价格指数,SH,永赢基金,20507.233,
1117,588020.SH,科创成长50ETF,000690.SH,上证科创板成长指数,SH,易方达基金,16158.349,1
1126,588110.SH,科创成长ETF,000690.SH,上证科创板成长指数,SH,广发基金,7354.092,
1202,589700.SH,科创成长ETF南方,000690.SH,上证科创板成长指数,SH,南方基金,5921.708,
1116,588010.SH,科创新材料ETF,000689.SH,上证科创板新材料指数,SH,博时基金,9985.177,
1192,589180.SH,科创新材料ETF汇添富,000689.SH,上证科创板新材料指数,SH,汇添富基金,5100.811,
1173,588830.SH,科创新能源ETF,000692.SH,上证科创板新能源指数,SH,鹏华基金,69479.15,1
1175,588850.SH,科创机械ETF,000693.SH,上证科创板工业机械指数,SH,嘉实基金,785.388,
1130,588160.SH,科创材料ETF,000689.SH,上证科创板新材料指数,SH,南方基金,2042.522,
1127,588120.SH,科创板100ETF,000698.SH,上证科创板100指数,SH,国泰基金,48731.441,
1123,588080.SH,科创板50ETF,000688.SH,上证科创板50成份指数,SH,易方达基金,557310.019,
1174,588840.SH,科创板50ETF基金,000688.SH,上证科创板50成份指数,SH,万家基金,2445.725,
1124,588090.SH,科创板ETF,000688.SH,上证科创板50成份指数,SH,华泰柏瑞基金,60168.625,
1182,588930.SH,科创板人工智能ETF,950180.CSI,上证科创板人工智能指数,SH,银华基金,71445.745,
1122,588070.SH,科创板成长ETF,000690.SH,上证科创板成长指数,SH,万家基金,738.144,
1185,588960.SH,科创板新能源ETF,000692.SH,上证科创板新能源指数,SH,富国基金,4069.03,
1139,588250.SH,科创生物医药ETF,000683.SH,上证科创板生物医药指数,SH,鹏华基金,10202.257,
1189,589060.SH,科创综指ETF东财,000681.SH,上证科创板综合价格指数,SH,西藏东财基金,3651.912,
1197,589580.SH,科创综指ETF兴银,000681.SH,上证科创板综合价格指数,SH,兴银基金,1284.16,
1187,589000.SH,科创综指ETF华夏,000680.SH,上证科创板综合指数,SH,华夏基金,147331.281,
1210,589990.SH,科创综指ETF华泰柏瑞,000680.SH,上证科创板综合指数,SH,华泰柏瑞基金,14066.945,
1200,589660.SH,科创综指ETF南方,000680.SH,上证科创板综合指数,SH,南方基金,36460.027,
1208,589900.SH,科创综指ETF博时,000680.SH,上证科创板综合指数,SH,博时基金,55756.277,
1193,589300.SH,科创综指ETF嘉实,000680.SH,上证科创板综合指数,SH,嘉实基金,1164.997,
1199,589630.SH,科创综指ETF国泰,000680.SH,上证科创板综合指数,SH,国泰基金,43184.997,
1205,589860.SH,科创综指ETF天弘,000680.SH,上证科创板综合指数,SH,天弘基金,79579.681,
1198,589600.SH,科创综指ETF富国,000681.SH,上证科创板综合价格指数,SH,富国基金,20422.644,
1195,589500.SH,科创综指ETF工银,000681.SH,上证科创板综合价格指数,SH,工银瑞信基金,14490.689,
1206,589880.SH,科创综指ETF建信,000680.SH,上证科创板综合指数,SH,建信基金,19161.17,
1203,589770.SH,科创综指ETF招商,000680.SH,上证科创板综合指数,SH,招商基金,57029.677,
1204,589800.SH,科创综指ETF易方达,000680.SH,上证科创板综合指数,SH,易方达基金,117235.42,
1207,589890.SH,科创综指ETF景顺,000681.SH,上证科创板综合价格指数,SH,景顺长城基金,18094.162,
1190,589080.SH,科创综指ETF汇添富,000680.SH,上证科创板综合指数,SH,汇添富基金,32140.818,
1201,589680.SH,科创综指ETF鹏华,000680.SH,上证科创板综合指数,SH,鹏华基金,97482.833,
1159,588670.SH,科创综指增强ETF,000680.SH,上证科创板综合指数,SH,嘉实基金,12697.743,
1165,588750.SH,科创芯片50ETF,000685.SH,上证科创板芯片指数,SH,汇添富基金,36063.145,
1134,588200.SH,科创芯片ETF,000685.SH,上证科创板芯片指数,SH,嘉实基金,1075483.569,
1179,588890.SH,科创芯片ETF南方,000685.SH,上证科创板芯片指数,SH,南方基金,24921.571,
1186,588990.SH,科创芯片ETF博时,000685.SH,上证科创板芯片指数,SH,博时基金,10131.629,
1191,589100.SH,科创芯片ETF国泰,000685.SH,上证科创板芯片指数,SH,国泰基金,11889.354,
1143,588290.SH,科创芯片ETF基金,000685.SH,上证科创板芯片指数,SH,华安基金,92557.821,
1171,588810.SH,科创芯片ETF富国,000685.SH,上证科创板芯片指数,SH,富国基金,4844.846,
1168,588780.SH,科创芯片设计ETF,950162.CSI,上证科创板芯片设计主题指数,SH,国联安基金,12505.812,
774,515580.SH,科技100ETF,931187.CSI,中证科技100指数,SH,华泰柏瑞基金,6395.124,
783,515750.SH,科技50ETF,931186.CSI,中证科技50策略指数,SH,富国基金,7773.174,
364,159807.SZ,科技ETF,931380.CSI,中证科技50指数,SZ,易方达基金,18744.467,
736,515000.SH,科技ETF,931087.CSI,中证科技龙头指数,SH,华宝基金,58321.484,
790,515860.SH,科技ETF嘉实,931165.CSI,中证新兴科技100策略指数,SH,嘉实基金,4392.316,
889,517350.SH,科技ETF沪港深,931524.CSI,中证沪港深科技龙头指数,SH,广发基金,284.048,
306,159723.SZ,科技龙头ETF,931524.CSI,中证沪港深科技龙头指数,SZ,汇添富基金,1643.762,
803,516050.SH,科技龙头ETF,931087.CSI,中证科技龙头指数,SH,工银瑞信基金,4989.331,
298,159713.SZ,稀土ETF,930598.CSI,中证稀土产业指数,SZ,富国基金,76269.662,
856,516780.SH,稀土ETF,930598.CSI,中证稀土产业指数,SH,华泰柏瑞基金,207489.621,1
812,516150.SH,稀土ETF嘉实,930598.CSI,中证稀土产业指数,SH,嘉实基金,260939.859,
299,159715.SZ,稀土ETF易方达,930598.CSI,中证稀土产业指数,SZ,易方达基金,22406.048,
213,159608.SZ,稀有金属ETF,930632.CSI,中证稀有金属主题指数,SZ,广发基金,16446.936,
1064,562800.SH,稀有金属ETF,930632.CSI,中证稀有金属主题指数,SH,嘉实基金,40230.924,1
1026,561800.SH,稀有金属ETF基金,930632.CSI,中证稀有金属主题指数,SH,华富基金,4083.544,
266,159671.SZ,稀有金属ETF基金,930632.CSI,中证稀有金属主题指数,SZ,工银瑞信基金,8715.321,
288,159698.SZ,粮食ETF,399365.SZ,国证粮食产业指数,SZ,鹏华基金,7041.498,
196,159587.SZ,粮食ETF广发,399365.SZ,国证粮食产业指数,SZ,广发基金,1184.574,
294,159708.SZ,红利ETF,399324.SZ,深证红利指数,SZ,西部利得基金,15289.771,
554,510880.SH,红利ETF,000015.SH,上证红利指数,SH,华泰柏瑞基金,246576.78,
792,515890.SH,红利ETF博时,000922.CSI,中证红利指数,SH,博时基金,14653.27,
934,530880.SH,红利ETF国企,000151.SH,上证国有企业红利指数,SH,银河基金,9407.054,
192,159581.SZ,红利ETF基金,000922.CSI,中证红利指数,SZ,万家基金,121385.693,
198,159589.SZ,红利ETF广发,000922.CSI,中证红利指数,SZ,广发基金,3471.186,
752,515180.SH,红利ETF易方达,000922.CSI,中证红利指数,SH,易方达基金,219005.764,
937,560020.SH,红利ETF汇添富,000922.CSI,中证红利指数,SH,汇添富基金,1743.099,
921,520900.SH,红利ETF港股,931722.CSI,中证国新港股通央企红利指数,SH,广发基金,159016.495,
1105,563700.SH,红利价值ETF,H30270.CSI,中证红利价值指数,SH,易方达基金,7408.333,
55,159307.SZ,红利低波100ETF,930955.CSI,中证红利低波动100指数,SZ,博时基金,18028.076,
745,515100.SH,红利低波100ETF,930955.CSI,中证红利低波动100指数,SH,景顺长城基金,91812.834,
960,560520.SH,红利低波100ETF基金,930955.CSI,中证红利低波动100指数,SH,大成基金,65.141,
770,515450.SH,红利低波50ETF,SPCLLHCP.OTH,标普中国A股大盘红利低波50指数,SH,南方基金,237176.1,
144,159525.SZ,红利低波ETF,H30269.CSI,中证红利低波动指数,SZ,富国基金,18775.22,
658,512890.SH,红利低波ETF,H30269.CSI,中证红利低波动指数,SH,华泰柏瑞基金,320511.252,
164,159547.SZ,红利低波ETF基金,H30269.CSI,中证红利低波动指数,SZ,华夏基金,21033.224,
165,159549.SZ,红利低波ETF天弘,930955.CSI,中证红利低波动100指数,SZ,天弘基金,6754.504,
982,560890.SH,红利低波ETF新华,H30269.CSI,中证红利低波动指数,SH,新华基金,3740.933,
946,560150.SH,红利低波ETF泰康,H30269.CSI,中证红利低波动指数,SH,泰康基金,14284.679,
28,159228.SZ,红利低波ETF长城,930955.CSI,中证红利低波动100指数,SZ,长城基金,8514.95,
1081,563020.SH,红利低波动ETF,H30269.CSI,中证红利低波动指数,SH,易方达基金,60655.768,
548,510720.SH,红利国企ETF,000151.SH,上证国有企业红利指数,SH,国泰基金,70638.989,
73,159331.SZ,红利港股ETF,930914.CSI,中证港股通高股息投资指数,SZ,国泰基金,28380.472,
330,159758.SZ,红利质量ETF,931468.CSI,中证红利质量指数,SZ,华夏基金,8077.241,
257,159660.SZ,纳指100ETF,NDX.NASDAQ,纳斯达克100指数,SZ,汇添富基金,53932.731,
701,513390.SH,纳指100ETF,NDX.NASDAQ,纳斯达克100指数,SH,博时基金,133479.035,
677,513100.SH,纳指ETF,NDX.NASDAQ,纳斯达克100指数,SH,国泰基金,554832.629,1
465,159941.SZ,纳指ETF,NDX.NASDAQ,纳斯达克100指数,SZ,广发基金,766328.568,
125,159501.SZ,纳指ETF嘉实,NDX.NASDAQ,纳斯达克100指数,SZ,嘉实基金,106040.758,
726,513870.SH,纳指ETF富国,NDX.NASDAQ,纳斯达克100指数,SH,富国基金,32599.045,
286,159696.SZ,纳指ETF易方达,NDX.NASDAQ,纳斯达克100指数,SZ,易方达基金,37538.074,
693,513290.SH,纳指生物科技ETF,NBI.OTH,纳斯达克生物技术指数,SH,汇添富基金,106527.299,
131,159509.SZ,纳指科技ETF,NDXTMC.NASDAQ,纳斯达克科技市值加权指数,SZ,景顺长城基金,1218033.703,
678,513110.SH,纳斯达克100ETF,NDX.NASDAQ,纳斯达克100指数,SH,华泰柏瑞基金,83728.329,
256,159659.SZ,纳斯达克100ETF,NDX.NASDAQ,纳斯达克100指数,SZ,招商基金,102884.595,
135,159513.SZ,纳斯达克100指数ETF,NDX.NASDAQ,纳斯达克100指数,SZ,大成基金,42028.569,
234,159632.SZ,纳斯达克ETF,NDX.NASDAQ,纳斯达克100指数,SZ,华安基金,115256.331,
694,513300.SH,纳斯达克ETF,NDX.NASDAQ,纳斯达克100指数,SH,华夏基金,402648.343,
307,159725.SZ,线上消费ETF,931480.CSI,中证线上消费主题指数,SZ,工银瑞信基金,1479.136,
354,159793.SZ,线上消费ETF基金,931481.CSI,中证沪港深线上消费主题指数,SZ,平安基金,173.198,
1056,562550.SH,绿电ETF,931897.CSI,中证绿色电力指数,SH,华夏基金,3147.925,
264,159669.SZ,绿电ETF,399438.SZ,国证绿色电力指数,SZ,国泰基金,3207.857,
996,561170.SH,绿色电力ETF,931897.CSI,中证绿色电力指数,SH,富国基金,19140.436,
228,159625.SZ,绿色电力ETF,399438.SZ,国证绿色电力指数,SZ,嘉实基金,26249.946,
1076,562960.SH,绿色电力ETF易方达,931897.CSI,中证绿色电力指数,SH,易方达基金,2252.146,
1038,562010.SH,绿色能源ETF,931733.CSI,中证绿色能源指数,SH,华宝基金,88.112,
190,159577.SZ,美国50ETF,750108.MI,MSCI美国50指数,SZ,汇添富基金,12715.63,
724,513850.SH,美国50ETF,750108.MI,MSCI美国50指数,SH,易方达基金,33647.518,
1002,561260.SH,能源ETF,932037.CSI,中证国新央企现代能源指数,SH,工银瑞信基金,4962.206,
455,159930.SZ,能源ETF,000928.SH,中证能源指数,SZ,汇添富基金,32423.546,1
468,159945.SZ,能源ETF广发,000986.SH,中证全指能源指数,SZ,广发基金,6467.714,
494,159981.SZ,能源化工ETF,000201.ESCI.CZCE,易盛郑商所能源化工指数A,SZ,建信基金,107507.81,
4,159201.SZ,自由现金流ETF,980092.SZ,国证自由现金流指数,SZ,华夏基金,264041.575,
1027,561870.SH,自由现金流ETF全指,932365.CSI,中证全指自由现金流指数,SH,华富基金,6638.211,
33,159233.SZ,自由现金流ETF基金,932365.CSI,中证全指自由现金流指数,SZ,平安基金,33983.495,
35,159236.SZ,自由现金流ETF工银,932365.CSI,中证全指自由现金流指数,SZ,工银瑞信基金,13707.811,
29,159229.SZ,自由现金流ETF广发,932368.CSI,中证800自由现金流指数,SZ,广发基金,12201.923,
23,159222.SZ,自由现金流ETF易方达,980092.SZ,国证自由现金流指数,SZ,易方达基金,124563.802,
10,159208.SZ,航天航空ETF,CN5082.SZ,国证航天航空行业指数,SZ,万家基金,11545.249,
118,159392.SZ,航空ETF,980076.SZ,国证通用航空产业指数,SZ,富国基金,2219.532,
27,159227.SZ,航空航天ETF,CN5082.SZ,国证航天航空行业指数,SZ,华夏基金,103491.368,
40,159241.SZ,航空航天ETF天弘,CN5082.SZ,国证航天航空行业指数,SZ,天弘基金,63380.164,
868,516920.SH,芯片50ETF,H30007.CSI,中证芯片产业指数,SH,汇添富基金,7437.788,
175,159560.SZ,芯片50ETF,H30007.CSI,中证芯片产业指数,SZ,景顺长城基金,10577.135,
651,512760.SH,芯片ETF,990001.OTH,中华交易服务半导体芯片行业指数,SH,国泰基金,214521.361,
501,159995.SZ,芯片ETF,980017.SZ,国证半导体芯片指数,SZ,华夏基金,349779.967,
206,159599.SZ,芯片ETF基金,H30007.CSI,中证芯片产业指数,SZ,西藏东财基金,15217.387,
57,159310.SZ,芯片ETF天弘,H30007.CSI,中证芯片产业指数,SZ,天弘基金,6212.286,
826,516350.SH,芯片ETF易方达,H30007.CSI,中证芯片产业指数,SH,易方达基金,14964.008,
360,159801.SZ,芯片ETF龙头,980017.SZ,国证半导体芯片指数,SZ,广发基金,49506.464,
975,560780.SH,芯片设备ETF,931743.CSI,中证半导体材料设备主题指数,SH,广发基金,2375.255,
845,516640.SH,芯片龙头ETF,H30007.CSI,中证芯片产业指数,SH,富国基金,29805.813,
1040,562050.SH,药ETF,932217.CSI,中证制药指数,SH,华宝基金,24650.975,
595,511910.SH,融通货币ETF,,,SH,融通基金,210.1,
648,512720.SH,计算机ETF,930651.CSI,中证计算机主题指数,SH,国泰基金,18079.811,
504,159998.SZ,计算机ETF,930651.CSI,中证计算机主题指数,SZ,天弘基金,34107.276,
195,159586.SZ,计算机ETF南方,H30182.CSI,中证全指计算机指数,SZ,南方基金,9393.246,
389,159841.SZ,证券ETF,399975.SZ,中证全指证券公司指数,SZ,天弘基金,242384.643,
657,512880.SH,证券ETF,399975.SZ,中证全指证券公司指数,SH,国泰基金,1929070.231,
284,159692.SZ,证券ETF东财,931412.CSI,中证证券公司30指数,SZ,西藏东财基金,46989.001,
873,516980.SH,证券ETF先锋,931402.CSI,中证证券公司先锋策略指数,SH,华富基金,3029.703,
659,512900.SH,证券ETF南方,399975.SZ,中证全指证券公司指数,SH,南方基金,56412.874,
394,159848.SZ,证券ETF基金,399975.SZ,中证全指证券公司指数,SZ,国联安基金,5910.017,
773,515560.SH,证券ETF建信,399975.SZ,中证全指证券公司指数,SH,建信基金,5277.671,
816,516200.SH,证券ETF指数基金,399975.SZ,中证全指证券公司指数,SH,华安基金,12369.897,
637,512570.SH,证券ETF易方达,399975.SZ,中证全指证券公司指数,SH,易方达基金,39686.705,
943,560090.SH,证券ETF龙头,399975.SZ,中证全指证券公司指数,SH,汇添富基金,79349.005,
499,159993.SZ,证券ETF龙头,399437.SZ,国证证券龙头指数,SZ,鹏华基金,95931.125,
608,512070.SH,证券保险ETF,H30035.CSI,沪深300非银行金融指数,SH,易方达基金,342136.576,
852,516730.SH,证券公司ETF,931412.CSI,中证证券公司30指数,SH,浦银安盛基金,5447.116,
496,159985.SZ,豆粕ETF,000014.DCE,大商所豆粕期货价格指数,SZ,华夏基金,121661.858,
591,511850.SH,财富宝ETF,,,SH,招商基金,262521.856,
579,511600.SH,货币ETF,,,SH,华安基金,939.991,
0,159001.SZ,货币ETF,,,SZ,易方达基金,433328.297,
582,511660.SH,货币ETF建信添益,,,SH,建信基金,738681.994,
580,511620.SH,货币基金ETF,,,SH,国泰基金,11813.368,
794,515910.SH,质量ETF,707717L.MI,MSCI中国A股国际公司质量指数(本币),SH,中金基金,2056.381,
533,510410.SH,资源ETF,000068.SH,上证自然资源指数,SH,博时基金,9235.321,
506,510020.SH,超大盘ETF,000043.SH,上证超级大盘指数,SH,博时基金,1997.31,
199,159590.SZ,软件50ETF,H30202.CSI,中证全指软件指数,SZ,汇添富基金,7889.077,
757,515230.SH,软件ETF,H30202.CSI,中证全指软件指数,SH,国泰基金,71769.144,
398,159852.SZ,软件ETF,930601.CSI,中证软件服务指数,SZ,嘉实基金,98904.429,
988,561010.SH,软件ETF基金,932094.CSI,中证全指软件开发指数,SH,华安基金,3132.722,
1074,562930.SH,软件ETF易方达,930601.CSI,中证软件服务指数,SH,易方达基金,2599.669,
956,560360.SH,软件指数ETF,930601.CSI,中证软件服务指数,SH,万家基金,1964.533,
433,159899.SZ,软件龙头ETF,H30202.CSI,中证全指软件指数,SZ,招商基金,19888.37,
285,159695.SZ,通信ETF,399389.SZ,国证通信指数,SZ,嘉实基金,9307.065,
791,515880.SH,通信ETF,931160.CSI,中证全指通信设备指数,SH,国泰基金,174916.878,
133,159511.SZ,通信ETF南方,000936.CSI,中证通信服务指数,SZ,南方基金,1946.774,
194,159583.SZ,通信设备ETF,931271.CSI,中证通信设备主题指数,SZ,富国基金,8002.156,
105,159378.SZ,通用航空ETF,980076.SZ,国证通用航空产业指数,SZ,永赢基金,35040.53,
31,159231.SZ,通用航空ETF华宝,980076.SZ,国证通用航空产业指数,SZ,华宝基金,2730.49,
30,159230.SZ,通用航空ETF基金,980076.SZ,国证通用航空产业指数,SZ,华夏基金,1642.594,
702,513400.SH,道琼斯ETF,DJI.UN,道琼斯工业平均指数,SH,鹏华基金,62198.645,
645,512690.SH,酒ETF,399987.SZ,中证酒指数,SH,鹏华基金,992186.644,1
905,518680.SH,金ETF,SHAU.SGE,黄金集中定价(SHAU合约),SH,富国基金,59955.274,
382,159834.SZ,金ETF,SHAU.SGE,黄金集中定价(SHAU合约),SZ,南方基金,70099.838,
456,159931.SZ,金融ETF,000934.SH,中证金融地产指数,SZ,汇添富基金,3110.901,
521,510230.SH,金融ETF,000018.SH,上证180金融股指数,SH,国泰基金,52160.389,
544,510650.SH,金融地产ETF,000038.SH,上证金融地产行业指数,SH,华夏基金,4495.638,
464,159940.SZ,金融地产ETF,000992.SH,中证全指金融地产指数,SZ,广发基金,19313.762,
640,512640.SH,金融地产ETF嘉实,000934.SH,中证金融地产指数,SH,嘉实基金,12891.43,
863,516860.SH,金融科技ETF,930986.CSI,中证金融科技主题指数,SH,博时基金,156200.236,
397,159851.SZ,金融科技ETF,930986.CSI,中证金融科技主题指数,SZ,华宝基金,1111846.615,
808,516100.SH,金融科技ETF华夏,930986.CSI,中证金融科技主题指数,SH,华夏基金,53683.166,
586,511770.SH,金鹰增益货币ETF,,,SH,金鹰基金,230.004,
755,515210.SH,钢铁ETF,930606.CSI,中证钢铁指数,SH,国泰基金,195197.461,
593,511880.SH,银华日利ETF,,,SH,银华基金,13205952.4,
901,517900.SH,银行AH优选ETF,931039.CSI,中证银行AH价格优选指数,SH,招商基金,73454.619,
424,159887.SZ,银行ETF,H30022.CSI,中证800银行指数,SZ,富国基金,148101.714,
653,512800.SH,银行ETF,399986.SZ,中证银行指数,SH,华宝基金,835138.955,1
646,512700.SH,银行ETF南方,399986.SZ,中证银行指数,SH,南方基金,187619.278,
738,515020.SH,银行ETF基金,399986.SZ,中证银行指数,SH,华夏基金,34722.634,
760,515290.SH,银行ETF天弘,399986.SZ,中证银行指数,SH,天弘基金,113179.682,
649,512730.SH,银行ETF指数,399986.SZ,中证银行指数,SH,鹏华基金,16433.28,
817,516210.SH,银行ETF指数基金,399986.SZ,中证银行指数,SH,华安基金,11091.748,
823,516310.SH,银行ETF易方达,399986.SZ,中证银行指数,SH,易方达基金,46148.255,
655,512820.SH,银行ETF龙头,399986.SZ,中证银行指数,SH,汇添富基金,123229.591,
995,561160.SH,锂电池ETF,931719.CSI,中证电池主题指数,SH,富国基金,14642.278,
388,159840.SZ,锂电池ETF,980032.SZ,国证新能源车电池指数,SZ,工银瑞信基金,18792.231,
641,512650.SH,长三角ETF,931141.CSI,中证长三角一体化发展主题指数,SH,汇添富基金,4082.751,
888,517330.SH,长江保护ETF,931554.CSI,中证长江保护主题指数,SH,易方达基金,662.965,
883,517160.SH,长江保护主题ETF,931554.CSI,中证长江保护主题指数,SH,南方基金,536.181,
163,159546.SZ,集成电路ETF,932087.CSI,中证全指集成电路指数,SZ,国泰基金,3395.965,
1066,562820.SH,集成电路ETF,932087.CSI,中证全指集成电路指数,SH,嘉实基金,4647.522,
405,159862.SZ,食品ETF,000815.CSI,中证细分食品饮料产业主题指数,SZ,银华基金,1471.395,
782,515710.SH,食品ETF,000815.CSI,中证细分食品饮料产业主题指数,SH,华宝基金,22622.351,
391,159843.SZ,食品饮料ETF,399396.SZ,国证食品饮料行业指数,SZ,招商基金,21290.59,
751,515170.SH,食品饮料ETF,000815.CSI,中证细分食品饮料产业主题指数,SH,华夏基金,97043.303,
866,516900.SH,食品饮料ETF基金,000807.CSI,中证申万食品饮料指数,SH,华安基金,8479.38,
315,159736.SZ,食品饮料ETF天弘,930653.CSI,中证食品饮料指数,SZ,天弘基金,12565.721,
715,513700.SH,香港医药ETF,930975.CSI,中证港股通医药卫生综合人民币指数,SH,鹏华基金,197528.168,
709,513590.SH,香港消费ETF,931454.CSI,中证港股通消费主题指数,SH,鹏华基金,24350.632,
323,159747.SZ,香港科技ETF,931574.CSI,中证香港科技指数,SZ,南方基金,75529.907,
707,513560.SH,香港科技ETF,931573CNY00.CSI,中证港股通科技人民币指数,SH,兴银基金,101223.796,
676,513090.SH,香港证券ETF,930709.CSI,中证香港证券投资主题指数,SH,易方达基金,20700008.57,1
1072,562910.SH,高端制造ETF,H11054.CSI,中证装备产业指数,SH,易方达基金,2902.133,
824,516320.SH,高端装备ETF,H11054.CSI,中证装备产业指数,SH,华夏基金,744.835,
239,159638.SZ,高端装备ETF,931521.CSI,中证高端装备细分50指数,SZ,嘉实基金,38758.173,
9,159207.SZ,高股息ETF,932305.CSI,中证智选高股息策略指数,SZ,广发基金,13672.459,
1088,563180.SH,高股息ETF,H30366.CSI,中证高股息策略指数,SH,银华基金,15683.44,
589,511820.SH,鹏华添利ETF,,,SH,鹏华基金,700.209,
458,159934.SZ,黄金ETF,Au99.99.SGE,黄金9999,SZ,易方达基金,451193.343,
909,518880.SH,黄金ETF,Au99.99.SGE,黄金9999,SH,华安基金,2225855.85,1
908,518860.SH,黄金ETFAU,SHAU.SGE,黄金集中定价(SHAU合约),SH,建信基金,30124.117,
907,518850.SH,黄金ETF华夏,Au99.99.SGE,黄金9999,SH,华夏基金,307576.889,
904,518660.SH,黄金ETF基金,Au99.99.SGE,黄金9999,SH,工银瑞信基金,114047.577,
461,159937.SZ,黄金ETF基金,Au99.99.SGE,黄金9999,SZ,博时基金,475852.724,
368,159812.SZ,黄金基金ETF,Au99.99.SGE,黄金9999,SZ,前海开源基金,12775.156,
906,518800.SH,黄金基金ETF,Au99.99.SGE,黄金9999,SH,国泰基金,131141.956,
177,159562.SZ,黄金股ETF,931238.CSI,中证沪深港黄金产业股票指数,SZ,华夏基金,25695.152,
894,517520.SH,黄金股ETF,931238.CSI,中证沪深港黄金产业股票指数,SH,永赢基金,166125.056,
60,159315.SZ,黄金股ETF基金,931238.CSI,中证沪深港黄金产业股票指数,SZ,工银瑞信基金,2586.153,
64,159321.SZ,黄金股票ETF,931238.CSI,中证沪深港黄金产业股票指数,SZ,华安基金,6724.604,
893,517400.SH,黄金股票ETF,931238.CSI,中证沪深港黄金产业股票指数,SH,国泰基金,21776.027,
65,159322.SZ,黄金股票ETF基金,931238.CSI,中证沪深港黄金产业股票指数,SZ,平安基金,2622.777,
311,159730.SZ,龙头家电ETF,980028.SZ,国证龙头家电指数,SZ,博时基金,3697.019,1
